accumulation_count,clipping_triggered,gradient_norm_after_clip,gradient_norm_before_clip,learning_rate,max_microbatch_loss,mean_microbatch_loss,microbatches_seen,min_microbatch_loss,optimizer_update
4,True,0.9999998807907104,7.535387992858887,0.0009782002269363773,16.489213943481445,5.225329291075468,780,0.20642106235027313,195
4,True,0.9999999403953552,175.93922424316406,0.0009778086164901774,2463.17333984375,621.6983434706926,784,0.31253892183303833,196
4,True,0.9999998807907104,11.585028648376465,0.000977413599734381,22.99905014038086,9.930082827806473,788,0.12908923625946045,197
4,True,0.9999999403953552,14.873592376708984,0.0009770151794880222,18.86186981201172,12.805385001003742,792,0.12929299473762512,198
4,True,0.9999999403953552,13.489018440246582,0.000976613358594425,51.109230041503906,18.824067011475563,796,0.8334169983863831,199
4,True,0.9999998807907104,11.439260482788086,0.0009762081399211808,17.989957809448242,7.211598664522171,800,0.9886056184768677,200
4,True,0.9999998807907104,13.174490928649902,0.0009757995263601299,18.682220458984375,6.011129438877106,804,0.13458868861198425,201
4,True,0.9999998807907104,8.06839656829834,0.0009753875208273403,15.78969955444336,8.289306670427322,808,0.32789337635040283,202
4,True,0.9999998807907104,14.017062187194824,0.0009749721262630866,35.02452850341797,19.365668557584286,812,0.33660802245140076,203
4,True,0.9999999403953552,13.864121437072754,0.0009745533456318291,16.080608367919922,9.184687167406082,816,0.6657711267471313,204
4,True,0.9999998807907104,21.057090759277344,0.0009741311819221927,104.75202178955078,28.535056587308645,820,0.16108916699886322,205
4,True,0.9999998807907104,6.805277347564697,0.0009737056381469463,14.303335189819336,6.347862642258406,824,0.09932534396648407,206
4,True,0.9999997615814209,3.070591926574707,0.0009732767173429793,50.903480529785156,15.930857807397842,828,0.2789651155471802,207
4,True,0.9999999403953552,14.930463790893555,0.0009728444225712824,13.910566329956055,5.00995247066021,832,0.19975534081459045,208
4,True,0.9999998807907104,13.233501434326172,0.0009724087569169243,16.065256118774414,9.159454874694347,836,0.1702243983745575,209
4,True,0.9999997615814209,4.387907981872559,0.0009719697234890297,3.953214406967163,1.2969049364328384,840,0.11536699533462524,210
4,True,0.9999999403953552,210.518798828125,0.0009715273254207577,325.83795166015625,148.91781030967832,844,0.16226641833782196,211
4,True,1.0,44.735225677490234,0.000971081565869279,137.1658935546875,41.108636394143105,848,0.3875628113746643,212
4,True,1.0,228.11773681640625,0.0009706324480157535,2449.78369140625,615.2064644098282,852,0.6767992973327637,213
4,True,0.9999999403953552,36.76301956176758,0.0009701799750653076,50.99968719482422,17.38226842880249,856,4.238344192504883,214
4,True,0.9999998211860657,16.915407180786133,0.0009697241502470114,32.77849578857422,10.996628642082214,860,1.6721477508544922,215
4,True,1.0,175.85284423828125,0.0009692649768138555,636.048583984375,178.50537188351154,864,0.13344508409500122,216
4,True,0.9999999403953552,178.47767639160156,0.0009688024580427278,517.7591552734375,232.56650856137276,868,1.8501640558242798,217
4,True,0.9999998807907104,14.411517143249512,0.0009683365972343903,8.41237735748291,2.7699494138360023,872,0.41139546036720276,218
4,True,1.0,35.87310791015625,0.0009678673977134555,123.11583709716797,35.661813132464886,876,0.1712484061717987,219
4,True,0.9999998807907104,20.46044158935547,0.0009673948628283623,15.730706214904785,4.646668236702681,880,0.17778466641902924,220
4,True,0.9999992251396179,1.3031069040298462,0.0009669189959513527,0.39164721965789795,0.22236471995711327,884,0.14531421661376953,221
4,True,0.9999999403953552,26.0096378326416,0.0009664398004784475,98.80174255371094,30.84178446419537,888,0.11467332392930984,222
4,True,0.9999998807907104,10.438921928405762,0.0009659572798294215,14.635876655578613,5.462212324142456,892,0.310131311416626,223
4,True,0.9999999403953552,205.297119140625,0.0009654714374477801,2370.39892578125,593.7636851966381,896,1.0100901126861572,224
4,True,0.9999999403953552,7.909569263458252,0.0009649822768007341,20.78302001953125,7.8059117048978806,900,0.10617512464523315,225
4,True,0.9999998807907104,9.565262794494629,0.0009644898013791752,49.00884246826172,14.591269224882126,904,0.13515722751617432,226
4,True,0.9999999403953552,30.64303970336914,0.0009639940146976502,74.14373779296875,37.427220821380615,908,6.333566665649414,227
4,True,0.9999998807907104,16.07796287536621,0.000963494920294338,18.199838638305664,7.726082503795624,912,0.7105414867401123,228
